aliquot_uuid	aliquot_barcode
819ce36b-9256-4ea0-947f-694029850c9d	TCGA-13-A5FT-01A-11R-A406-31
69bec2db-02c3-46ca-b17b-60eae9a1e0bf	TCGA-23-1023-01A-02R-1564-13
8d2bbeb5-9e19-4b27-af93-8a437576d379	TCGA-L5-A88V-01A-11R-A354-31
54b75801-ad36-49a1-b0c2-edc0053b897e	TCGA-23-1122-01A-01R-1565-13
e76a7745-3193-4650-9a7a-c96329690be3	TCGA-24-1417-01A-01R-1565-13
a1fc7064-abf5-477d-983e-576a784e1d40	TCGA-24-1548-01A-01D-A324-10
78b612c0-5323-46e9-962e-497ad3c877c1	TCGA-24-1845-01A-01R-1567-13
58f3764a-4651-4c26-a667-74aef5c5679c	TCGA-24-1849-01A-01R-1567-13
f4187f4f-9c52-4065-818b-c884183a5a70	TCGA-24-1603-01A-01R-1566-13
433d642a-06fe-454f-a2bf-3e0afb3dd23b	TCGA-24-1928-01A-01R-1567-13
d554a1f1-3e8a-4b8c-a458-36e6550905dd	TCGA-24-2293-01A-01R-1568-13
1b21ca73-6e9f-4115-93a7-84f0df1f7b09	TCGA-LN-A49K-01A-11R-A24K-31
0d7561dc-7069-41df-ba49-8fcd4df52efb	TCGA-25-1312-01A-01R-1565-13
7517c446-401d-4501-bf27-916e0835deac	TCGA-25-1633-01A-01R-1566-13
74970c45-4cc5-4952-9846-ce2d959437ea	TCGA-29-1698-01A-01R-1567-13
c990f93e-c4e1-4192-b948-31a5bda0ff72	TCGA-30-1714-01A-02R-1567-13
24cfcfd9-ce30-4e24-9470-60265efd6721	TCGA-31-1956-01A-01R-1568-13
bb8dc795-80ff-4b42-8cf8-9f9716c13967	TCGA-30-1892-01A-01R-1568-13
4e539c62-454a-4b1c-bde1-6951ee12d109	TCGA-36-1568-01A-01R-1566-13
55b6bd7c-e77d-4019-93e9-b5410e4807b2	TCGA-36-1576-01A-01R-1566-13
8067d29d-a249-42b9-bd9e-de47513a4230	TCGA-OR-A5JD-01A-11R-A29S-07
5402975d-7ae7-46fc-847a-4ee7debcd553	TCGA-LN-A4A3-01A-11D-A267-26
c87ddfc3-d7a4-4704-b3cc-a19edfb63452	TCGA-61-2109-01A-01R-1568-13
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	TCGA-24-0982-01A-01D-0516-08
d47147ed-fdb1-4921-9db7-1e0aae32aacb	TCGA-13-0911-01A-01R-1564-13
1292e13b-d7c6-447b-a227-9a8113215580	TCGA-23-1110-01A-01D-A324-10
c20ba763-e310-448a-9c85-0b4f680e6196	TCGA-24-1435-01A-01R-1566-13
f580e84b-b405-43dc-9dae-4588cedf435f	TCGA-24-1425-01A-02R-1566-13
38678d1b-a9d9-4231-95b8-95d5ab4d64f2	TCGA-LN-A49W-01A-11D-A267-26
83333a5a-de0b-4d72-b886-e5488c619827	TCGA-24-1544-01A-01R-1566-13
423f3c95-8bf5-4c2c-8b7a-343d9af1d0bf	TCGA-25-1317-01A-01R-1565-13
3a080008-8266-4e2d-a143-adac14991b22	TCGA-25-2398-01A-01R-1569-13
197ea6b5-5716-4e5c-9c7f-92ed4521682a	TCGA-31-1951-01A-01R-1568-13
92ac0fe5-ae5d-4302-85e4-491b4e881b19	TCGA-LN-A4A1-01A-21R-A260-31
c6e1c591-3225-482a-8350-112b664a37e6	TCGA-61-2094-01A-01R-1568-13
9b7a1eb0-014f-4cd6-bde8-fd96131fac3e	TCGA-09-1667-01C-01R-1566-13
65b1ab3a-a807-44d1-a734-de9a6821151c	TCGA-LN-A4MR-01A-11D-A28P-26
044d949f-0eb4-44c9-8327-90226936fc7c	TCGA-13-1405-01A-01R-1565-13
9819f772-6987-47d5-8ab4-235ac2b993e2	TCGA-23-1021-01B-01R-1564-13
b0bb8a76-3bf2-44e3-884a-f94a2d687f53	TCGA-LN-A4A6-01A-11D-A267-26
c72e442b-36f5-4ea6-a893-505b5ccd8c4f	TCGA-29-1784-01A-02R-1567-13
55c68aef-938c-4f68-a74d-f408673fff9c	TCGA-36-1571-01A-01R-1566-13
748ff969-cb49-4f22-994f-6debe734c38f	TCGA-61-1725-01A-01R-1567-13
226f9774-e22b-4b8b-8259-934edb649fc3	TCGA-61-1721-01A-01R-1569-13
5274a9c2-5c4c-4ec0-8028-1c6e2d0e1079	TCGA-LN-A4A3-01A-11R-A260-31
42af8f74-fd4b-486d-bc11-db53cc471d62	TCGA-13-0906-01A-01D-A312-08
052665d1-ab75-4f40-be5a-b88154c8beed	TCGA-24-1544-01A-01D-A312-08
5533240d-8fed-440d-b781-6092785a77ce	TCGA-04-1349-01A-01D-A324-10
08e7c700-7038-40b5-bec0-2dd402e1a225	TCGA-04-1332-01A-01R-1564-13
1930e83e-d1aa-459e-9f05-ab347df98dbf	TCGA-10-0927-01A-02R-1564-13
7b412fd9-4414-440f-b768-70666037c768	TCGA-09-2045-01A-01R-1568-13
ff6f10d6-874c-4281-ab3b-79ff2440a901	TCGA-LN-A49U-01A-31D-A267-26
c6666bbe-77cd-497e-88b4-ff73dcf6f399	TCGA-13-0891-01A-01R-1564-13
7fa0eba3-8a33-425d-a7fb-2fa169e5f8e6	TCGA-13-0906-01A-01R-1564-13
7bd405ae-5346-436f-9227-36cc2bd71be5	TCGA-13-1819-01A-01D-0926-12
55704c3f-7261-4ab1-bb1e-d8957bfd8952	TCGA-13-1487-01A-01R-1565-13
ae158b16-5d93-42d5-a793-3294629af24d	TCGA-24-0982-01A-01R-1565-13
6eb0fbff-f1b8-4544-91e2-cd593b631ead	TCGA-24-1464-01A-01R-1566-13
0e968ed4-9fbd-482b-b91d-ce7190dc91ed	TCGA-24-1431-01A-01R-1566-13
f8ead0c8-9072-4a1d-9e07-f724a0d74a0f	TCGA-24-1549-01A-01R-1566-13
4d3e0164-1346-4e8e-b478-29bd8b1f1ce5	TCGA-25-1318-01A-01R-1565-13
7b39cb0a-7152-4037-9989-57545a1df980	TCGA-24-2298-01A-01R-1569-13
0fc68715-c7fc-4481-a5bf-68a281f5ec64	TCGA-25-1627-01A-01R-1566-13
27e10efe-b0fb-44fd-854e-1108699903a8	TCGA-LN-A4A9-01A-11R-A28J-31
9ba8d6bf-1541-4127-bc60-73091d2d81c7	TCGA-25-1328-01A-01R-1565-13
c3559ae3-3355-4f38-9c07-e557e435fcbd	TCGA-29-1762-01A-01R-1567-13
dcff1416-56fd-4d8e-a472-a40a00ef3066	TCGA-29-1785-01A-01R-1567-13
10271f7f-cce6-44fd-8754-7a4beabfb394	TCGA-61-2008-01A-02R-1568-13
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	TCGA-61-2000-01A-01D-A324-10
744e863c-e24e-4eee-b0ee-ee24f2ef7401	TCGA-OR-A5LJ-01A-11R-A29S-07
d67cad13-e849-48b0-926c-10b6046ba0b9	TCGA-25-2400-01A-01D-A312-08
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	TCGA-13-0912-01A-01D-A312-08
802ea3c6-e07f-49a1-a1c2-8f90e3197e62	TCGA-04-1362-01A-01R-1565-13
2988eb13-a2c0-4cd2-a559-76f0cce2689b	TCGA-04-1542-01A-01R-1566-13
cfb1a6e0-f2d8-48bd-9303-fe7be5276ab7	TCGA-09-0366-01A-01R-1564-13
047e04aa-6a91-4535-b279-50430098e638	TCGA-09-0367-01A-01R-1564-13
99f26c4c-d53b-4de4-8886-e8a2822a433c	TCGA-LN-A7HW-01A-22R-A354-31
605d0aed-4637-4a09-82dd-eedd1aa76ca0	TCGA-13-0899-01A-01R-1564-13
cd93531b-4d92-4be3-95e5-032636dd1ad8	TCGA-13-0800-01A-01R-1564-13
0069c63d-f699-41d4-9798-9a109d1c09df	TCGA-13-1411-01A-01R-1565-13
1db4ac11-18c1-45ef-90de-fcb9d799d9ec	TCGA-LN-A4A8-01A-32R-A260-31
efabaf9d-2e46-4d4e-9b1b-763ec4d8d537	TCGA-20-1686-01A-01R-1566-13
8f6e45b3-2857-4eb8-a723-5429f7fd8f0c	TCGA-23-1028-01A-01R-1564-13
21750467-8a05-4edb-b90d-969d9026bff9	TCGA-24-0966-01A-01W-0421-09
67fcea16-d5bc-4edd-b66d-bfc5d56d976d	TCGA-24-1416-01A-01R-1565-13
99a9d9af-2e42-4a4f-8ad7-3f8b6e145a55	TCGA-24-1422-01A-01R-1565-13
9984be2d-c37f-44cd-9eb8-61b65efcf8cb	TCGA-24-1546-01A-01R-1566-13
0ec7ea28-7bd4-45c3-b03c-d855014fa4f4	TCGA-24-1555-01A-01R-1566-13
1b8d5b5e-f671-419a-844a-6640fe5a896d	TCGA-24-1558-01A-01R-1566-13
d85ca8ac-9458-4f3a-b2ef-db4df852f75e	TCGA-24-1930-01A-01R-1567-13
19765b4f-458e-4f02-bf96-01498d80ac83	TCGA-24-2020-01A-01R-1567-13
b03b75e2-d1d0-4fd7-b66e-891f7b0acb76	TCGA-24-2033-01A-01R-1568-13
c334b353-0652-49fb-8cd6-5bcf8485e5d0	TCGA-24-1616-01A-01R-1566-13
027af223-8a23-46c0-a4b7-687cdfacd606	TCGA-LN-A9FO-01A-11R-A38D-31
788ade22-382b-49ca-b2b1-447a2072d0ea	TCGA-24-2036-01A-01R-1568-13
c446d667-ea88-40fe-ad97-fd3fcceb7dd1	TCGA-25-1870-01A-01R-1567-13
75435634-4311-49d8-8e42-ae1069c1e2ef	TCGA-29-1697-01A-01R-1567-13
05ab6bb9-0cb1-47f1-8dd2-92a48239e82e	TCGA-25-2404-01A-01R-1569-13
be20f399-3318-4b60-b2d5-015a50f6d692	TCGA-LN-A9FP-01A-31R-A38D-31
1b8eed7b-173e-4e38-80a4-a3a0aea469a1	TCGA-30-1860-01A-01R-1568-13
cb7a4405-b9a5-4e1a-825f-c3ee205c8a90	TCGA-57-1582-01A-01R-1566-13
3a37e320-0301-4f2b-bf09-f102c12502b1	TCGA-57-1583-01A-01R-1566-13
33367eb6-4ca9-4daf-9e47-30a47a78e144	TCGA-59-2354-01A-01R-1569-13
92d5764e-c576-47cd-a6bd-68ed0365c213	TCGA-61-1741-01A-02R-1567-13
866c7355-e2ec-4816-953f-7bf791033283	TCGA-59-2355-01A-01R-1569-13
0baa4161-2e58-4942-8a32-6135060d8f03	TCGA-M9-A5M8-01A-11R-A28J-31
95970bdb-e1f2-49dc-903b-c30088cef71d	TCGA-61-2101-01A-01R-1568-13
3df124e9-1d00-46fd-9c9d-c86d2e2c39e5	TCGA-24-0980-01A-01D-0515-09
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	TCGA-24-1557-01A-01D-A312-08
3a5eaed6-fcfd-437a-b61c-fd3725c64717	TCGA-25-1634-01A-01D-A312-08
ec1fc406-d1c4-4eba-ab6b-6cfb460f0862	TCGA-04-1357-01A-01R-1565-13
a56ccd4c-1959-44a9-968d-57e6c5bc0cf8	TCGA-09-1669-01A-01R-1566-13
cdaf98b1-fdb5-4575-aa17-e2d2ccba31f9	TCGA-13-0913-01A-01R-1564-13
4091639e-e22e-4731-8d2f-634f46472ae6	TCGA-R6-A6DN-01B-11R-A31P-31
7774b7d4-2935-4b9b-bf76-312a625629e1	TCGA-13-1505-01A-01R-1565-13
cbdfb183-b1af-42ed-a47a-5fee3ac1059e	TCGA-13-1496-01A-01R-1565-13
fea5827b-251d-474b-8713-fc76db995fe7	TCGA-24-2290-01A-01D-A324-10
daaba89d-acd3-4670-a618-89e5973b03f4	TCGA-25-1626-01A-01R-1566-13
47961958-4d67-4b23-b359-acbc4e480758	TCGA-R6-A6DQ-01B-11R-A31P-31
23c4ab1a-f8ce-47be-ab03-abfc66ea70ef	TCGA-29-1696-01A-01R-1567-13
6ba4de87-c332-42b8-af95-eb14a4c7f229	TCGA-29-1710-01A-02D-0926-12
732d0664-c343-4a63-9dc3-40985e540a59	TCGA-30-1855-01A-01R-1567-13
84ca6ab0-9edc-4636-9d27-55cdba334d7d	TCGA-24-1466-01A-01D-A312-08
a9657ea3-d72c-4b75-b5cc-6babb58c2f98	TCGA-R6-A6Y0-01B-11R-A336-31
2535da6b-39f0-41de-afd3-82cb37916b95	TCGA-04-1365-01A-01R-1565-13
ad64ff86-b39c-4704-823d-98fcefd88db6	TCGA-04-1338-01A-01R-1564-13
746ba0b0-f7a4-4f43-9961-97dccc756e71	TCGA-04-1361-01A-01R-1565-13
2d0702a8-bf85-458e-879c-ebc03a2aa3d1	TCGA-09-0364-01A-02R-1564-13
fd1b7b74-067f-4fc9-820a-b80b5954ee10	TCGA-09-2053-01C-01R-1568-13
379e288c-fa30-460c-bb57-d3b6f09b1483	TCGA-PA-A5YG-01A-11R-A29S-07
bfbb7022-d5d9-4e24-b410-0b85068df694	TCGA-S8-A6BW-01A-11R-A31P-31
529b7dd2-075c-4e93-b8c8-6990d3297c30	TCGA-09-1666-01A-01R-1566-13
fc6df206-8c77-486c-bc38-06b6cf20139d	TCGA-13-0724-01A-01R-1564-13
754dfe07-22f4-4070-bbcb-10bfbb649def	TCGA-13-0730-01A-01R-1564-13
5b759ce4-2632-4d85-89fe-30a85069e9a8	TCGA-10-0934-01A-02R-1564-13
617bbc20-dfda-4738-9a07-e18b8ca3b818	TCGA-RE-A7BO-01A-11R-A336-31
8a69f3ca-4e17-4daa-8722-a36316e345ba	TCGA-10-0937-01A-02D-A324-10
c51dee3c-5047-4dde-b454-2474de5cf025	TCGA-13-0801-01A-01R-1564-13
e3e998fd-4175-474d-8cbe-5fa89ab6399c	TCGA-R6-A8W5-01B-11R-A37I-31
bbae7d04-6398-4ebe-93d1-893fbfd287f8	TCGA-13-1489-01A-01D-0926-12
eb61bd52-e5fa-4c33-a2e4-1353a42184d9	TCGA-13-1497-01A-01R-1565-13
32de1e4d-198a-4616-8227-4d633c80124b	TCGA-13-2060-01A-01R-1568-13
973907c7-f259-4d1a-b9df-68db1837af91	TCGA-23-1026-01B-01R-1569-13
f03d023b-cba8-413d-a88d-0378ee7b7748	TCGA-20-1682-01A-01R-1564-13
2e53b266-1064-4cd0-99fa-79983cf8187c	TCGA-R6-A6L4-01A-11R-A31P-31
7cfe1419-65be-4860-9f99-75f4a139d9ac	TCGA-23-1114-01B-01R-1566-13
71543abc-9f15-48d9-994d-e7b963a4d8f3	TCGA-23-1123-01A-01R-1565-13
b8ca62bf-dd6f-4984-b2c5-4d077d46d783	TCGA-24-0970-01B-01R-1565-13
7bf43d51-2714-419e-a52f-863ca54c90e5	TCGA-24-1419-01A-01R-1565-13
990bcb1f-7269-4020-8ea5-8ba338b390b8	TCGA-24-1552-01A-01R-1566-13
03b8480f-d19e-43e4-8a09-f9230c525c1e	TCGA-24-1564-01A-01R-1566-13
84099f52-014e-48bc-86fb-e3db8246c0ad	TCGA-V5-A7RB-01A-11R-A354-31
bdd5afb1-a251-4541-bbbe-0fcd1126a3ce	TCGA-24-2024-01A-02R-1568-13
6cb78602-e09f-4dbc-b3e5-684ebe77bddc	TCGA-24-1842-01A-01R-1567-13
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	TCGA-24-2024-01A-02D-A324-10
4b073708-9525-4340-90dc-ede08ee24977	TCGA-24-1846-01A-01R-1567-13
b6c4294b-2f95-4cb1-b393-42a1c2e34f3a	TCGA-Z6-A9VB-01A-21R-A37I-31
c5a82b6e-048d-4377-9b6c-4417ba1876fe	TCGA-25-1630-01A-01R-1566-13
5c98c2c5-806f-4562-ad57-e152ea8388ab	TCGA-25-2400-01A-01R-1569-13
c317689f-a405-4486-9a22-ff6eadd2d5b8	TCGA-29-1702-01A-01R-1567-13
e0667b02-b4cf-43e7-8cd7-b9fd11b3cec6	TCGA-29-1694-01A-01R-1567-13
6d1d8c8a-fea0-4a47-bd2a-124270561406	TCGA-29-1699-01A-01R-1567-13
9af58c98-1b09-4560-891d-7bdfa1f2c680	TCGA-Z6-A8JE-01A-11R-A37I-31
64e3f978-d213-45e2-bb52-e9b9a2032dc0	TCGA-29-1703-01A-01R-1567-13
3bf24456-4b70-4313-a04d-19aba239108d	TCGA-29-1710-01A-02R-1567-13
50867fed-2fda-4c45-aa08-042087e7daa9	TCGA-29-1776-01A-01R-1567-13
05abb2f5-07c3-42da-92d9-0b4560fb6f09	TCGA-31-1946-01A-01R-1568-13
efd57aef-5c13-415b-9a7e-27831b43f838	TCGA-VR-A8EP-01A-31R-A406-31
06df1324-bc1b-4bc3-bb01-4ef55a5aeef5	TCGA-57-1585-01A-01R-1566-13
55f9061c-54e7-465c-af61-21d8bc8ecbe0	TCGA-57-1993-01A-01R-1568-13
faab5b85-3c69-4c64-bba0-a8d5404939a2	TCGA-61-1724-01A-01R-1568-13
14cd154a-6ea5-4ad9-92e4-72f53ee5d60b	TCGA-61-2002-01A-01R-1568-13
908d9db7-42af-4593-9327-f079d6bf8215	TCGA-VR-AA7I-01A-11R-A406-31
85a4c41b-9829-48f8-9c7a-a9de870332b6	TCGA-13-0924-01A-01R-1564-13
6e57a2e1-2894-421d-bdeb-7e532a78bdeb	TCGA-13-1509-01A-01R-1565-13
dcb03592-9f67-49bf-bc78-d89d69de14a8	TCGA-13-1489-01A-01R-1565-13
70004d87-7c1b-40e6-b246-04bb349dca6c	TCGA-20-0991-01A-01R-1564-13
2eeb258f-bbc2-4412-9673-cc39915da304	TCGA-23-1022-01A-01R-1564-13
b0e7793c-d6fd-4e63-98dd-f029b635a04c	TCGA-VR-A8EQ-01A-11R-A36D-31
8cd9abeb-c09e-4281-a8c8-1b426796d51e	TCGA-24-1426-01A-01R-1565-13
e2fcba09-755d-425d-ab4d-cede8ef86e48	TCGA-24-1545-01A-01R-1566-13
a9c4a08c-1db7-49eb-8685-b5ca442c3e7a	TCGA-24-1563-01A-01R-1566-13
2592f314-cc0a-4d00-bdcf-6376afd32bb7	TCGA-24-1924-01A-01R-1567-13
53a60e9f-3541-4fe7-a7ea-87ee888c0446	TCGA-24-1844-01A-01R-1567-13
d6580402-f691-479a-8b3c-582547b22b0c	TCGA-W5-AA2T-01A-12R-A41I-07
b5a3bdce-d4ad-43a6-8fbc-1e9d31dc2564	TCGA-P6-A5OG-01A-22R-A29S-07
8894b7f2-c54d-4ae3-9e10-8828d60de955	TCGA-VR-A8EX-01A-11R-A36D-31
b6908d33-80c8-4fc0-bd1d-829ec3161527	TCGA-25-1315-01A-01R-1565-13
c3a1cbaf-28cd-451c-ad93-5a03a61a8a2c	TCGA-25-2401-01A-01R-1569-13
08cd6e0b-db36-4479-883f-8e3337f7e3a2	TCGA-29-1707-01A-01D-0926-12
e92b95df-bacb-4083-b2de-78e540ec0e68	TCGA-57-1584-01A-01R-1566-13
e6f856bf-0694-4c21-aecc-0d8dd54761f1	TCGA-61-1733-01A-01R-1567-13
264bd4f0-7c96-4c7a-91cd-604c2919e646	TCGA-VR-A8EO-01A-11R-A36D-31
65e4e40b-f27f-4b84-9979-af659564363d	TCGA-61-1910-01A-01R-1567-13
a209a8f4-9462-4ade-be57-caaec54999cb	TCGA-59-2352-01A-01R-1569-13
2cf309ea-0c2e-4f28-a94b-342dc9a1aae8	TCGA-57-1994-01A-01R-1568-13
0d75483f-eab3-41c8-b2cc-453af29b6f44	TCGA-61-1914-01A-01R-1567-13
a0bbb3b1-e774-4c75-9301-ba43fb803f20	TCGA-04-1542-01A-01D-A312-08
488fedbe-5cd7-4415-a2f2-54a3989aa6af	TCGA-VR-A8Q7-01A-11R-A37I-31
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	TCGA-23-1118-01A-01D-A312-08
e9d98643-01ee-40c3-a617-e004559625cd	TCGA-24-1562-01A-01D-A312-08
0ae2193f-0d68-485a-b8c2-7568cbcce33e	TCGA-13-1477-01A-01D-A312-08
c2f1b1b8-f914-4665-a779-901ebb41965f	TCGA-13-0762-01A-01R-1564-13
38957b36-539f-42f1-bd83-f8eb348165a4	TCGA-13-0727-01A-01R-1564-13
9b451df3-25cf-47a6-b326-f497448a771a	TCGA-VR-AA7B-01A-31R-A406-31
cacecdfe-9e01-409c-b45b-5076281b9da8	TCGA-13-1408-01A-01R-1565-13
197bc1c2-fb72-422a-b6b0-d07cf5b737ef	TCGA-13-1482-01A-01R-1565-13
2d8e1b4d-85d0-4bfd-99f7-59559dabe978	TCGA-13-0920-01A-01R-1564-13
f38e46dc-67b9-448a-8d24-507291e55bca	TCGA-23-1111-01A-01R-1567-13
83e92f18-198e-46bc-b4be-f3b867579909	TCGA-LN-A5U5-01A-21D-A28B-09
4c19d12e-0160-4d01-b621-65335156488b	TCGA-24-1430-01A-01R-1566-13
bca48aa6-25bc-49e4-8bb5-edf38362b4a8	TCGA-24-1557-01A-01R-1566-13
efb87f4e-6fc7-4b2c-9d56-62b0f7834fbe	TCGA-24-2262-01A-01R-1568-13
aa1ded71-e3fe-4ad9-b9de-aafa3da72d71	TCGA-IG-A97I-01A-11D-A387-09
790c6d79-9f7d-4e9a-89db-43b26fe16816	TCGA-25-1324-01A-01R-1565-13
52697815-ede2-4ce3-a6d0-2680f6b9bb73	TCGA-25-1320-01A-01R-1565-13
12c78d62-6045-4f77-bd84-9ab5a38f4635	TCGA-25-1632-01A-01R-1566-13
33f1dda6-7601-48c6-b46d-f0ba759e4048	TCGA-29-1695-01A-01R-1567-13
dad3688e-fdd7-4c85-a1df-cf0e1cc0a235	TCGA-29-1783-01A-01R-1567-13
ecbadb01-01ec-4d9f-877c-75709d6f5914	TCGA-29-2414-01A-02R-1569-13
5fd66773-ed5a-438c-a7c1-d029f05798e5	TCGA-29-1781-01A-01R-1567-13
bb12d2f5-1865-435a-8edf-f9ee7689e0a4	TCGA-36-1569-01A-01R-1566-13
a2f38e9e-48b2-4463-b2e3-61cc8475257f	TCGA-36-1570-01A-01D-A324-10
cd799c12-6a2b-4f7a-af72-f4bd7f69f6c7	TCGA-36-1570-01A-01R-1566-13
92adf6a1-4880-4ee4-8ebe-09a943dbfe04	TCGA-61-1900-01A-01R-1567-13
f3277084-b0a8-43df-946e-dc792bbb8cdb	TCGA-61-1743-01A-01R-1568-13
62f75d97-ea9e-4694-8c83-1a0e6d137a02	TCGA-61-1918-01A-01R-1568-13
bc200f3a-6d31-4480-8785-987f14cfa319	TCGA-61-2003-01A-01R-1568-13
b77ba28d-ff74-47a9-a811-7349c5b0214b	TCGA-V5-A7RC-01B-11D-A403-09
3a1867ff-7c1e-47c1-854f-90c0af4b2d03	TCGA-OY-A56Q-01A-11R-A406-31
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	TCGA-13-0723-01A-02D-0447-09
8658f4f5-9a50-4195-8ea3-227951977647	TCGA-13-0890-01A-01D-0447-09
193d3e7f-ec7f-453a-9c2a-77b240c4ba19	TCGA-04-1519-01A-01R-1565-13
1dc9e7fd-fc62-4b32-9619-4e02a266a385	TCGA-04-1347-01A-01D-A324-10
04112b9c-6ef4-49cd-bed8-43151b5bbe1f	TCGA-10-0936-01A-01R-1564-13
30be1179-7922-4af7-b234-270fd88a2965	TCGA-13-0766-01A-02R-1564-13
479b74bf-5003-45e1-9505-687146a5fc45	TCGA-13-0897-01A-01R-1564-13
f225db02-5723-4a1e-bfbf-24009b3ead2e	TCGA-13-0913-01A-01D-0926-12
36e20dfd-0d88-47bd-bf1f-164e069019d1	TCGA-13-0919-01A-01R-1564-13
50f08f95-3c5a-4d6b-bacc-ccb4a3a720b8	TCGA-13-1485-01A-02R-1565-13
d6c7ab9b-7928-4b66-9fc7-7d3c8146e92d	TCGA-13-1501-01A-01R-1565-13
1f677d4c-6feb-4a3a-9f12-ba1d43920a80	TCGA-13-1499-01A-01R-1565-13
467ceace-18c4-436b-a8f6-842794c5dfa5	TCGA-23-1024-01A-02R-1564-13
ab28a926-0266-4602-8e90-529934cf43ab	TCGA-23-1116-01A-01R-1564-13
f932dd2c-eac3-40b3-9c43-387b8965d65d	TCGA-L5-A4OF-01A-11D-A27G-09
368f21cd-dd07-440d-89f5-5874e37fe63b	TCGA-24-1434-01A-01R-1566-13
30b9b778-1422-4842-ae99-658b8b1d7605	TCGA-24-1428-01A-01R-1564-13
d3fbcdaa-11af-4233-9700-57c6e1628c4b	TCGA-24-1424-01A-01R-1565-13
0d80226b-8c70-44ab-a6d9-f054d89330f3	TCGA-24-1565-01A-01R-1566-13
9020b6a5-8325-4b0d-84d9-04371c857910	TCGA-24-1558-01A-01D-A324-10
0f5f479c-c83b-404b-bd17-ebb2aa5b0dc8	TCGA-24-1551-01A-01R-1566-13
c50cf5af-3375-4748-9894-1f9521f746da	TCGA-24-1843-01A-01R-1567-13
18c1ba92-261a-4755-99ac-e9b0f4a44d0c	TCGA-L7-A6VZ-01A-12D-A33E-09
6cb5e275-1284-482b-a4e9-933acf9aad44	TCGA-25-1316-01A-01R-1565-13
372a8471-dff3-44c0-9393-94ad511a7374	TCGA-24-2038-01A-01R-1568-13
a3173b33-aa16-48a2-b733-0345aad49755	TCGA-24-2290-01A-01R-1568-13
e39a23c8-1bc3-4bfb-9b1e-3075f98782fa	TCGA-24-2280-01A-01R-1568-13
efcc36b2-e351-4875-b743-df58480bc9fb	TCGA-25-1871-01A-01R-1567-13
a3083fd8-f5d0-486b-bf3d-31ae094b1cbf	TCGA-25-1628-01A-01R-1566-13
3e9a405f-cb27-4773-b501-57a2eaf833d4	TCGA-2H-A9GI-01A-11R-A37I-31
fb381f7f-a327-49e1-a13a-bca5a06047d3	TCGA-29-1766-01A-01R-1567-13
9e4a4bc1-39cf-46dc-b7d3-c7d852cc033b	TCGA-29-2428-01A-01R-1569-13
690d1437-2a05-4263-8fa7-8f4481893b83	TCGA-30-1891-01A-01R-1568-13
7b31fc47-0299-4449-aa5b-622ba549371f	TCGA-31-1953-01A-01R-1568-13
1ca9af90-a8db-4f7e-b17a-0bf32fed98c7	TCGA-61-1738-01A-01R-1567-13
9b3adc67-cc9c-48db-96d4-2314368986e2	TCGA-2H-A9GL-01A-12R-A37I-31
15a11ef0-5e18-44d0-ba50-73cf356b8408	TCGA-61-2095-01A-01R-1568-13
62fdea50-f152-4f43-9130-a93079b5e61f	TCGA-61-2088-01A-01R-1568-13
519aea8b-5e08-47b2-bb98-b311f2dba540	TCGA-61-1917-01A-01R-1568-13
721a8fc8-bb54-4ec3-a19c-340c35f05280	TCGA-61-2104-01A-01R-1568-13
fbad0ba1-131d-48af-9957-e9ca56f54e84	TCGA-VG-A8LO-01A-11R-A406-31
4c8dd391-5a1c-490e-a7d7-fde372c3ec47	TCGA-23-2081-01A-01R-1568-13
62296f7f-6be0-41e3-a2aa-27b3d1ace0c7	TCGA-IG-A50L-01A-11D-A267-26
fefca722-e97b-4371-98a8-a8b2f884370a	TCGA-DW-7840-01A-11R-A32Z-07
0d528a2a-63b4-4d66-957b-90b937965f17	TCGA-SX-A71R-01A-12R-A33Z-07
b524a0e1-2127-4848-9806-0c3454c56e22	TCGA-SX-A7SL-01A-11R-A355-07
d609550d-7807-4e13-aae4-5b770c4f6722	TCGA-UZ-A9PZ-01A-11R-A42S-07
09d7faff-2e10-4c45-bb7e-e58b50911efe	TCGA-IG-A5B8-01A-11D-A28P-26
70092809-ec16-413c-85b4-d9f58359fe32	TCGA-IG-A3YB-01A-11R-A36D-31
a389cf30-6460-43e5-a895-6ebfc9555af2	TCGA-IG-A3YA-01A-11D-A248-26
a48a75a1-b82b-4f4a-a04f-dff6b1e801f1	TCGA-IG-A3QL-01A-11D-A248-26
02aa44bc-dd51-4a76-b94e-ff273011e904	TCGA-IG-A51D-01A-11D-A267-26
84882fb6-6ed6-42e8-9179-90ce089c4664	TCGA-IG-A4P3-01A-11D-A267-26
ac4d24cb-89fc-4744-9227-4f65d8893f90	TCGA-IG-A5S3-01A-11D-A28P-26
47884f1b-a77d-46ac-8ce8-f6feb7290357	TCGA-IG-A8O2-01A-11R-A36D-31
0c615c32-fc4c-44f0-ac26-494a8c444532	TCGA-JY-A6FG-01A-11R-A336-31
